league,season,team,game,date,time,round,day,venue,result,GF,GA,opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,match_report,Notes,Performance SoTA,Performance GA,Performance Saves,Performance Save%,Performance CS,Performance PSxG,Performance PSxG+/-,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Launched Cmp,Launched Att,Launched Cmp%,Passes Att (GK),Passes Thr,Passes Launch%,Passes AvgLen,Goal Kicks Att,Goal Kicks Launch%,Goal Kicks AvgLen,Crosses Opp,Crosses Stp,Crosses Stp%,Sweeper #OPA,Sweeper AvgDist,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Att,Pass Types Live,Pass Types Dead,Pass Types FK,Pass Types TB,Pass Types Sw,Pass Types Crs,Pass Types TI,Pass Types CK,Corner Kicks In,Corner Kicks Out,Corner Kicks Str,Outcomes Cmp,Outcomes Off,Outcomes Blocks,SCA Types SCA,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA Types GCA,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%
,1819,Augsburg,2018-08-19 TSV Steinbach-Augsburg,2018-08-19,15:30:00,First round,Sun,Away,W,2,1,TSV Steinbach,,,59,4204,Daniel Baier,4-2-3-1,4-2-3-1,Martin Thomsen,/en/matches/00327da0/TSV-Steinbach-Augsburg-August-19-2018-DFB-Pokal,,5,1,4,80.0,0,,,0,0,0,0,,,,,,,,,,,,,,,,2,8,2,25.0,0.25,1.0,,,0,0,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,15,0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,14,12,4,12,15,13,,,0,,,,
,1819,Augsburg,2018-08-25 Düsseldorf-Augsburg,2018-08-25,15:30:00,Matchweek 1,Sat,Away,W,2,1,Düsseldorf,1.0,0.9,49,40996,Daniel Baier,4-2-3-1,4-2-3-1,Markus Schmidt,/en/matches/05a8c375/Dusseldorf-Augsburg-August-25-2018-Bundesliga,,5,1,4,80.0,0,1.1,0.1,0,0,0,0,6,12,50.0,25,5,32.0,30.6,8,50.0,46.8,16,2,12.5,0,6.5,2,14,6,42.9,0.14,0.33,16.6,0,0,0,1.0,1.0,0.07,1.0,1.0,352,476,73.9,6602,2537,144,172,83.7,156,190,82.1,44,90,48.9,2,0.9,1.8,13,25,8,5,42,476,424,49,13,0,1,25,21,5,1,4,0,352,3,8,27,20,2,2,1,1,1,4,3,0,0,0,1,0,15,13,6,6,3,6,10,60.0,4,13,1,12,14,29,25,1,597,60,173,301,127,16,597,18,8,44.4,10,55.6,329,1955,1045,17,13,2,16,17,348,41,0,0,0,11,11,3,25,14,13,0,0,0,58,29,25,53.7
,1819,Augsburg,2018-09-01 Augsburg-Gladbach,2018-09-01,15:30:00,Matchweek 2,Sat,Home,D,1,1,Gladbach,2.0,1.2,39,29580,Daniel Baier,4-3-3,4-3-3,Frank Willenborg,/en/matches/16fe4fac/Augsburg-Monchengladbach-September-1-2018-Bundesliga,,1,1,0,0.0,0,0.3,-0.7,0,0,0,0,7,15,46.7,17,1,70.6,48.6,3,100.0,63.7,6,0,0.0,0,12.7,1,18,7,38.9,0.06,0.14,17.5,0,0,0,2.0,2.0,0.11,-1.0,-1.0,243,363,66.9,4771,2369,99,126,78.6,96,126,76.2,41,81,50.6,1,0.9,0.8,13,25,8,3,39,363,317,43,12,0,2,26,17,9,3,6,0,243,3,12,32,21,5,0,3,1,2,2,2,0,0,0,0,0,14,9,2,11,1,8,13,61.5,5,13,5,8,16,30,18,0,477,42,133,242,112,22,477,10,5,50.0,5,50.0,239,1241,553,12,7,3,16,9,242,39,1,0,0,13,12,3,26,16,9,0,0,0,66,23,18,56.1
,1819,Augsburg,2018-09-15 Mainz 05-Augsburg,2018-09-15,15:30:00,Matchweek 3,Sat,Away,L,1,2,Mainz 05,0.7,3.3,47,21105,Daniel Baier,3-4-3,4-4-1-1,Martin Petersen,/en/matches/fca3b92a/Mainz-05-Augsburg-September-15-2018-Bundesliga,,6,2,4,66.7,0,2.0,0.0,0,0,0,0,10,22,45.5,27,4,59.3,45.4,10,60.0,46.1,18,1,5.6,0,10.0,1,14,4,28.6,0.07,0.25,16.1,0,0,0,0.7,0.7,0.05,0.3,0.3,296,408,72.5,6157,2630,104,119,87.4,131,164,79.9,53,99,53.5,1,0.7,0.7,14,19,10,3,33,408,353,51,10,1,6,14,24,4,0,3,0,296,4,7,25,18,4,0,2,1,0,2,2,0,0,0,0,0,20,15,11,9,0,7,16,43.8,9,11,4,7,6,26,30,1,522,65,172,241,113,19,522,6,0,0.0,6,100.0,284,1597,756,17,18,3,9,20,295,33,2,0,0,18,9,4,14,6,15,0,0,0,55,22,27,44.9
,1819,Augsburg,2018-09-22 Augsburg-Werder Bremen,2018-09-22,15:30:00,Matchweek 4,Sat,Home,L,2,3,Werder Bremen,2.1,1.4,50,28434,Daniel Baier,3-4-3,4-3-3,Felix Zwayer,/en/matches/c955366f/Augsburg-Werder-Bremen-September-22-2018-Bundesliga,,7,3,4,57.1,0,2.0,-1.0,0,0,0,0,5,12,41.7,19,6,36.8,33.7,8,62.5,44.6,14,0,0.0,1,14.0,2,21,7,33.3,0.1,0.29,19.8,1,0,0,2.1,2.1,0.1,-0.1,-0.1,331,478,69.2,6164,2293,129,157,82.2,133,171,77.8,49,94,52.1,2,1.8,1.6,14,29,9,4,36,478,417,56,11,0,3,27,26,7,6,1,0,331,5,16,35,24,5,0,2,1,3,4,4,0,0,0,0,0,19,14,8,8,3,4,11,36.4,7,8,2,6,12,31,22,1,583,46,135,296,161,29,583,9,6,66.7,3,33.3,332,1798,900,18,12,4,19,11,329,35,2,0,0,10,11,5,27,12,14,0,0,0,59,24,17,58.5
,1819,Augsburg,2018-09-25 Bayern Munich-Augsburg,2018-09-25,20:30:00,Matchweek 5,Tue,Away,D,1,1,Bayern Munich,1.4,1.6,36,75000,Daniel Baier,3-4-3,4-3-3,Sören Storks,/en/matches/17b39dc8/Bayern-Munich-Augsburg-September-25-2018-Bundesliga,,8,1,7,87.5,0,2.0,1.0,0,0,0,0,10,20,50.0,30,6,53.3,37.7,8,50.0,39.1,18,1,5.6,0,3.0,1,12,4,33.3,0.08,0.25,20.6,1,0,0,1.4,1.4,0.12,-0.4,-0.4,230,363,63.4,4458,2143,92,120,76.7,87,121,71.9,39,91,42.9,1,1.2,0.2,7,15,4,1,26,363,320,39,8,0,2,18,17,4,3,1,0,230,4,14,15,10,0,1,2,1,1,1,0,0,0,1,0,0,17,13,7,10,0,8,18,44.4,10,16,1,15,14,31,21,1,470,80,192,198,91,10,470,8,5,62.5,3,37.5,242,1387,608,12,15,3,9,5,229,26,2,0,0,16,6,4,18,14,13,0,0,0,62,19,30,38.8
,1819,Augsburg,2018-09-30 Augsburg-Freiburg,2018-09-30,18:00:00,Matchweek 6,Sun,Home,W,4,1,Freiburg,3.6,1.9,50,26488,Daniel Baier,4-2-3-1,4-4-1-1,Robert Kampka,/en/matches/46f641e9/Augsburg-Freiburg-September-30-2018-Bundesliga,,5,1,5,80.0,0,1.2,1.2,0,0,0,0,8,16,50.0,29,3,44.8,37.8,5,60.0,38.2,11,0,0.0,0,5.0,4,21,9,42.9,0.14,0.33,17.9,0,1,1,3.6,2.8,0.14,0.4,0.2,340,453,75.1,7111,2814,115,135,85.2,153,182,84.1,67,116,57.8,3,2.2,1.7,14,34,14,3,49,453,411,40,8,0,6,20,20,5,0,5,0,340,2,9,36,27,1,1,5,2,0,7,4,0,0,2,1,0,18,10,7,10,1,10,13,76.9,3,6,5,1,9,27,21,1,563,65,192,244,132,24,562,7,4,57.1,3,42.9,254,1538,737,18,10,1,15,7,336,47,0,0,0,14,8,2,20,9,10,1,0,1,56,27,14,65.9
,1819,Augsburg,2018-10-06 Dortmund-Augsburg,2018-10-06,15:30:00,Matchweek 7,Sat,Away,L,3,4,Dortmund,2.5,2.1,35,81365,Daniel Baier,4-2-2-2,4-2-3-1,Markus Schmidt,/en/matches/b8631e1e/Dortmund-Augsburg-October-6-2018-Bundesliga,,7,4,3,42.9,0,2.0,-2.0,0,0,0,0,7,15,46.7,27,1,44.4,39.9,8,37.5,37.3,16,0,0.0,2,19.3,3,12,6,50.0,0.25,0.5,12.7,0,0,0,2.5,2.5,0.22,0.5,0.5,214,328,65.2,4483,2062,78,103,75.7,96,123,78.0,36,79,45.6,2,2.0,1.4,10,25,8,4,31,328,285,43,6,1,6,19,19,6,2,4,0,214,0,13,21,15,1,0,3,1,1,5,1,1,0,1,1,1,12,9,6,5,1,3,10,30.0,7,18,6,12,12,24,20,0,430,70,169,181,88,16,430,4,1,25.0,3,75.0,208,1250,588,17,5,1,19,4,210,31,7,0,0,22,4,0,19,12,9,0,0,0,61,17,14,54.8
,1819,Augsburg,2018-10-20 Augsburg-RB Leipzig,2018-10-20,15:30:00,Matchweek 8,Sat,Home,D,0,0,RB Leipzig,0.3,1.1,52,28703,Daniel Baier,3-4-3◆,4-3-3,Tobias Welz,/en/matches/e840ca88/Augsburg-RB-Leipzig-October-20-2018-Bundesliga,,3,0,3,100.0,1,0.5,0.5,0,0,0,0,8,18,44.4,23,4,60.9,40.0,9,44.4,38.6,11,0,0.0,0,10.3,0,6,0,0.0,0.0,,15.6,1,0,0,0.3,0.3,0.06,-0.3,-0.3,280,427,65.6,5531,2390,102,133,76.7,119,161,73.9,44,96,45.8,0,0.2,0.4,4,22,3,2,24,427,364,62,25,0,6,16,25,2,0,2,0,280,1,12,12,7,1,0,0,3,1,0,0,0,0,0,0,0,24,14,8,15,1,10,15,66.7,5,11,7,4,15,39,23,0,565,66,244,236,91,8,565,21,8,38.1,13,61.9,268,1081,557,4,2,2,22,6,279,24,2,0,0,20,24,1,16,15,14,0,0,0,58,28,37,43.1
,1819,Augsburg,2018-10-27 Hannover 96-Augsburg,2018-10-27,15:30:00,Matchweek 9,Sat,Away,W,2,1,Hannover 96,1.7,0.8,38,37600,Daniel Baier,4-2-3-1,3-4-3,Robert Kampka,/en/matches/e4c90b24/Hannover-96-Augsburg-October-27-2018-Bundesliga,,4,1,3,75.0,0,0.9,-0.1,0,0,0,0,8,27,29.6,22,4,63.6,43.0,19,68.4,44.5,20,0,0.0,2,14.8,2,8,3,37.5,0.13,0.33,19.7,0,1,1,1.7,0.9,0.11,0.3,0.1,193,329,58.7,3581,1715,75,103,72.8,62,89,69.7,35,95,36.8,0,0.2,0.4,3,10,2,1,14,329,256,69,15,0,1,8,29,4,2,1,0,193,4,10,13,8,2,0,1,2,0,2,2,0,0,0,0,0,24,15,11,12,1,7,14,50.0,7,11,0,11,22,46,29,0,452,63,184,202,69,12,451,9,2,22.2,7,77.8,192,1074,436,8,5,2,12,11,191,14,3,0,0,18,12,4,8,22,15,0,0,0,49,25,35,41.7
